Address,Latitude,Longitude,ZIP_Code
2100 block of S. Washington Boulevard,38.8733845,-77.0832535,22204
2100 block of Shirlington Road,38.8507701,-77.08530069999999,22204
2100 block of Washington Boulevard,38.8734688,-77.0832363,22204
2100 block of Westmoreland Street,38.8859967,-77.1622546,22213
2100 block of Wilson Boulevard,38.8912542,-77.0850162,22201
2100 block of Winchester Avenue,38.8888713,-77.16551659999999,22213
2100 Clarendon Boulevard,38.8914723,-77.0692632,22201
2101 N. Monroe Street,38.8962314,-77.1043554,22207
21st Road at N. Scott Street,38.8982104,-77.0815149,22209
21st Street N,38.8963099,-77.1125218,22207
21st Street S,38.8547807,-77.0632266,22202
220 20th Street S,38.85597,-77.0500304,22202
2200 blcok of Crystal Drive,38.8540885,-77.0496907,22202
2200 block of 12th Court N,38.8866053,-77.08447439999999,22201
2200 block of 12th Court N.,38.8866053,-77.08447439999999,22201
2200 block of 14th Street N.,38.8895166,-77.08528559999999,22201
2200 block of 15th Street N.,38.8907235,-77.0852719,22201
2200 block of 18th Street N.,38.8946441,-77.0863048,22201
2200 block of 19th Court N.,38.8954463,-77.08664209999999,22201
2200 block of 20th Street N.,38.89696319999999,-77.0867791,22201
2200 block of 24th Street N,38.9006594,-77.08695689999999,22207
2200 block of 24th Street N.,38.9006594,-77.08695689999999,22207
2200 block of 26th Street S,38.8471436,-77.0759988,22206
2200 block of 26th Street S.,38.8471436,-77.0759988,22206
2200 block of 27th Street S.,38.8459113,-77.07444629999999,22206
2200 block of 2nd Street N,38.8780451,-77.0848661,22201
2200 block of 2nd Street N.,38.8780451,-77.0848661,22201
2200 block of 2nd Street S.,38.8716468,-77.08263819999999,22204
2200 block of 6th Street S.,38.8683246,-77.0828653,22204
2200 block of Arlington Boulevard,38.8811222,-77.0842935,22201
2200 block of Clarendon Boulevard,38.8905115,-77.0860038,22201
2200 block of Columbia Pike,38.8633712,-77.0812144,22204
2200 block of Columbia Pike/1200 block of S. Scott Street/100 block of N. Wayne Street,38.8637682,-77.077309,22204
2200 block of Crystal City Drive,38.8799697,-77.1067698,22203
2200 block of Crystal Drive,38.8540885,-77.0496907,22202
2200 block of Fairfax Drive,38.8863118,-77.0851553,22201
2200 block of John Marshall Drive,38.890598,-77.14826029999999,22205
2200 block of Langston Boulevard,38.89589489999999,-77.08649,22201
2200 block of Military Road,38.8992122,-77.1095256,22207
2200 block of N. 12th Court,38.8799697,-77.1067698,22203
2200 block of N. 12th Street,38.8626261,-77.0807191,22204
2200 block of N. 24th Street,38.8799697,-77.1067698,22203
2200 block of N. 2nd Street,38.8799697,-77.1067698,22203
2200 block of N. Albemarle Street,38.8980093,-77.1224567,22207
2200 block of N. Buchanan Street,38.8972542,-77.12456499999999,22207
2200 block of N. Burlington Street,38.89745449999999,-77.1259652,22207
2200 block of N. Clarendon Boulevard,38.8905115,-77.0860038,22201
2200 block of N. Columbus Street,38.8966842,-77.12627239999999,22207
2200 block of N. Culpepper Street,38.8964388,-77.12764349999999,22207
2200 block of N. Dinwiddie Street,38.8958332,-77.1288733,22207
2200 block of N. Edison Street,38.8954896,-77.1299839,22207
2200 block of N. Fairfax Drive,38.8863118,-77.0851553,22201
2200 block of N. Fillmore Street,38.8974824,-77.0982279,22201
2200 block of N. George Mason Drive,38.894972,-77.1331912,22207
2200 block of N. Glebe Road,38.8975827,-77.1236862,22207
2200 block of N. Harrison Street,38.8940051,-77.1346913,22205
2200 block of N. Illinois Street,38.893113,-77.1375982,22205
2200 block of N. Kentucky Street,38.891973,-77.14125419999999,22205
2200 block of N. Lee Highway,38.8957286,-77.096766,22201
2200 block of N. Lexington Street,38.8910702,-77.1417989,22205
2200 block of N. Lincoln Street,38.89851530000001,-77.1030348,22207
2200 block of N. Madison Street,38.890899,-77.144218,22205
2200 block of N. Nelson Street,38.8985476,-77.1056483,22207
2200 block of N. Nottingham Street,38.8904669,-77.1451684,22205
2200 block of N. Oak Court,38.9001588,-77.07535279999999,22209
2200 block of N. Oak Street,38.8997865,-77.07520219999999,22209
2200 block of N. Pershing Drive,38.8810625,-77.083945,22201
2200 block of N. Pershing Street,38.8810625,-77.083945,22201
2200 block of N. Persing Drive,38.8810625,-77.083945,22201
2200 block of N. Pollard Street,38.8991011,-77.10673849999999,22207
2200 block of N. Powhatan Street,38.8900183,-77.14945999999999,22205
2200 block of N. Quantico Street,38.88919569999999,-77.1524934,22205
2200 block of N. Quincy Street,38.8995238,-77.10705100000001,22207
2200 block of N. Quintana Street,38.8891546,-77.15329849999999,22205
2200 block of N. Rolfe Street,38.8997208,-77.0810384,22209
2200 block of N. Roosevelt Street,38.8889593,-77.1546953,22205
2200 block of N. Scott Street,38.8996597,-77.0819484,22209
2200 block of N. Somerset Street,38.88920050000001,-77.1571412,22205
2200 block of N. Sycamore Street,38.888818,-77.15637670000001,22205
2200 block of N. Taft Street,38.9000356,-77.0835397,22201
2200 block of N. Tuckahoe Street,38.8884479,-77.15740269999999,22205
2200 block of N. Upton Street,38.899291,-77.1175544,22207
2200 block of N. Vermont Street,38.8992865,-77.1177453,22207
2200 block of N. Vernon Street,38.8991168,-77.11868550000001,22207
2200 block of N. Wakefield Street,38.89905700000001,-77.1195619,22207
2200 block of N. Westmoreland,38.886224,-77.1627611,22213
2200 block of N. Westmoreland Street,38.886224,-77.1627611,22213
2200 block of N. Wilson Boulevard,38.8910142,-77.0860842,22201
2200 block of S Eads Street,38.8539444,-77.0540178,22202
2200 block of S. 26th Street,38.8799697,-77.1067698,22203
2200 block of S. 6th Street,38.8799697,-77.1067698,22203
2200 block of S. Adams Street,38.8467975,-77.0777488,22206
2200 block of S. Arlington Ridge Road,38.8540237,-77.0683359,22202
2200 block of S. Buchanan Street,38.8466424,-77.10624399999999,22206
2200 block of S. Clark Street,38.8538363,-77.052165,22202
2200 block of S. Columbia Pike,38.8633712,-77.0812144,22204
2200 block of S. Crystal Drive,38.8540885,-77.0496907,22202
2200 block of S. Dinwiddie Street,38.84476069999999,-77.10782859999999,22206
2200 block of S. Eads Street,38.8539444,-77.0540178,22202
2200 block of S. Fern Street,38.8541334,-77.05532409999999,22202
2200 block of S. Garfield Street,38.84936340000001,-77.0840095,22206
2200 block of S. Glebe Road,38.8502972,-77.083473,22204
2200 block of S. Grant Street,38.854077,-77.0575815,22202
2200 block of S. Ives Street,38.8540287,-77.0613754,22202
2200 block of S. Kenmore Drive,38.8498829,-77.0855986,22204
2200 block of S. Kenmore Street,38.8498829,-77.0855986,22204
2200 block of S. Kent Street,38.8539188,-77.0654182,22202
2200 block of S. Lincoln Street,38.8493667,-77.0869599,22204
2200 block of S. Lowell Street,38.8489001,-77.08824899999999,22204
2200 block of S. Monroe Street,38.848665,-77.0890344,22206
2200 block of S. Nelson Street,38.8484643,-77.0898132,22206
2200 block of S. Oakland Street,38.8480341,-77.090828,22206
2200 block of S. Pollard Street,38.8476488,-77.09237499999999,22204
2200 block of S. Randolph Street,38.8472752,-77.09402810000002,22204
2200 block of S. Shirlingotn Road,38.85014899999999,-77.08476999999999,22204
2200 block of S. Shirlington Road,38.85014899999999,-77.08476999999999,22204
2200 block of S. Wayne Court,38.863341,-77.0812741,22204
2200 block of Shirlington Road,38.85014899999999,-77.08476999999999,22204
2200 block of Washington Boulevard,38.8751879,-77.0836501,22204
2200 block of Wilson Boulevard,38.8910142,-77.0860842,22201
2220 block of Fairfax Drive,38.88634190000001,-77.0853443,22201
22nd Road N,38.8937414,-77.1378678,22205
22nd Street at S. Pollard Street,38.8478008,-77.0922468,22204
22nd Street S,38.8504632,-77.0833046,22204
2300 block of 10th Street N,38.8845796,-77.0863456,22201
2300 block of 10th Street N.,38.8845796,-77.0863456,22201
2300 block of 11st Street N.,38.8860211,-77.0882626,22201
2300 block of 11th Street N,38.8860211,-77.0882626,22201
2300 block of 11th Street N.,38.8860211,-77.0882626,22201
2300 block of 14th Street N.,38.8890149,-77.086546,22201
2300 block of 24th Road S,38.8496058,-77.0777281,22206
2300 block of 24th Road S.,38.8496058,-77.0777281,22206
2300 block of 24th Street N.,38.90083140000001,-77.0893725,22207
2300 block of 25th Street S,38.8474128,-77.0763384,22206
2300 block of 25th Street S.,38.8474128,-77.0763384,22206
2300 block of 25th Street S./2400 block of 24th Road S,38.8474128,-77.0763384,22206
2300 block of 26th Court S,38.8465368,-77.07655969999999,22206
2300 block of 26th Court S.,38.8465368,-77.07655969999999,22206
2300 block of 26th Street S.,38.8465368,-77.07655969999999,22206
2300 block of 2nd Street N.,38.8785499,-77.0845085,22201
2300 block of 2nd Street S,38.8716577,-77.0836293,22204
2300 block of 2nd Street S.,38.8716577,-77.0836293,22204
2300 block of 2nd Street S. / 2100 block of Washington Boulevard,38.8716577,-77.0836293,22204
2300 block of 6th Street S,38.8686717,-77.0835156,22204
2300 block of 6th Street S.,38.8686717,-77.0835156,22204
2300 block of 9th Street N.,38.88299689999999,-77.0862289,22201
2300 block of 9th Street S.,38.8645624,-77.0827978,22204
2300 block of Arlington Ridge Road,38.8529114,-77.06861099999999,22202
2300 block of Clarendon Boulevard,38.8899514,-77.0869432,22201
2300 block of Columbia Pike,38.8635756,-77.0820559,22204
2300 block of Crystal Drive,38.8531686,-77.04956039999999,22202
2300 block of Fort Scott Drive,38.8528618,-77.0672847,22202
2300 block of Jefferson Davis Highway,38.28076799999999,-77.48870099999999,22401
2300 block of John Marshall Drive,38.89208989999999,-77.1483815,22205
2300 block of Kenmore Street,38.8491356,-77.0851759,22207
2300 block of Key Boulevard,38.8923078,-77.08675450000001,22201
2300 block of Langston Boulevard,38.8953664,-77.0877746,22201
2300 block of N. 10th Street,38.8799697,-77.1067698,22203
2300 block of N. 11th Street,38.8799697,-77.1067698,22203
2300 block of N. 7 Street,38.8799697,-77.1067698,22203
2300 block of N. Buchanan Street,38.8986124,-77.1264269,22207
2300 block of N. Burlington Street,38.8982678,-77.1267634,22207
2300 block of N. Clarendon Boulevard,38.8899514,-77.0869432,22201
2300 block of N. Columbus Street,38.8979351,-77.1279101,22207
2300 block of N. Culpeper Street,38.8975236,-77.1285394,22207
2300 block of N. Culpepper Street,38.8975236,-77.1285394,22207
2300 block of N. Danville Street,38.8995228,-77.09411829999999,22207
2300 block of N. Dickerson Street,38.8973418,-77.12993949999999,22207
2300 block of N. Dinwiddie Street,38.8974785,-77.1292136,22207
2300 block of N. Edgewood Street,38.8978811,-77.09720399999999,22201
2300 block of N. Edison Street,38.8969329,-77.1307348,22207
2300 block of N. Evergreen Street,38.8974984,-77.1319273,22207
2300 block of N. Fillmore Street,38.8978988,-77.0982774,22201
2300 block of N. Fort Myer Drive,38.8960332,-77.072214,22209
2300 block of N. George Mason Drive,38.896658,-77.134017,22205
2300 block of N. Glebe Road,38.8989432,-77.1248263,22207
2300 block of N. Greenbrier Court,38.8965363,-77.1359665,22207
2300 block of N. Harrison Street,38.8952403,-77.13649459999999,22205
2300 block of N. Illinois Street,38.8942441,-77.1380933,22205
2300 block of N. Jackson Street,38.8984019,-77.10018819999999,22201
2300 block of N. Kenmore Street,38.8988237,-77.10174839999999,22201
2300 block of N. Kensington Street,38.8934133,-77.1413484,22205
2300 block of N. Nottingham Street,38.8926298,-77.1458425,22205
2300 block of N. Oakland Street,38.9011906,-77.10479959999999,22207
2300 block of N. Pershing Drive,38.8804495,-77.08590029999999,22201
2300 block of N. Powhatan Street,38.8915033,-77.1498536,22205
2300 block of N. Quantico Street,38.8910375,-77.1531674,22205
2300 block of N. Quebec Street,38.9009672,-77.107598,22207
2300 block of N. Quincy Street,38.9011871,-77.1067418,22207
2300 block of N. Randolph Street,38.9020364,-77.1114733,22207
2300 block of N. Richmond Street,38.9032719,-77.11280719999999,22207
2300 block of N. Ridgeview Road,38.9021577,-77.1104879,22207
2300 block of N. Roosevelt Street,38.8901036,-77.15487499999999,22205
2300 block of N. Stafford Street,38.9029158,-77.1132117,22207
2300 block of N. Taylor Street,38.9021008,-77.1132312,22207
2300 block of N. Tuckahoe Street,38.8898082,-77.1577482,22205
2300 block of N. Underwood Street,38.8892162,-77.15898539999999,22205
2300 block of N. Van Buren Court,38.8887686,-77.160164,22205
2300 block of N. Vanburen Court,38.8887686,-77.160164,22205
2300 block of N. Vermont Street,38.9010129,-77.11890919999999,22207
2300 block of N. Vernon Street,38.9007218,-77.1199768,22207
2300 block of N. Wakefield Street,38.9001145,-77.12042939999999,22207
2300 block of N. Washington Boulevard,38.8799697,-77.1067698,22203
2300 block of N. Wilson Boulevard,38.8904702,-77.0872272,22201
2300 block of Pershing Drive,38.8804495,-77.08590029999999,22201
2300 block of Richmond Highway,38.853055,-77.05289340000002,22202
2300 block of S. 24th Road,38.8799697,-77.1067698,22203
2300 block of S. 25th Street,38.8474128,-77.0763384,22206
2300 block of S. 2nd Street,38.8799697,-77.1067698,22203
2300 block of S. Arlington Ridge Road,38.8529114,-77.06861099999999,22202
2300 block of S. Arlington Ridge Road / 1200 block of Oakcrest Road,38.8529114,-77.06861099999999,22202
2300 block of S. Buchanan Street,38.8460733,-77.1052356,22206
2300 block of S. Clark Street,38.853304,-77.0521308,22202
2300 block of S. Columbia Pike,38.8635756,-77.0820559,22204
2300 block of S. Columbus Street,38.8453116,-77.10583940000001,22206
2300 block of S. Crystal Drive,38.8531686,-77.04956039999999,22202
2300 block of S. Crystal Street,38.8799697,-77.1067698,22203
2300 block of S. Culpeper Street,38.8448328,-77.10617719999999,22206
2300 block of S. Dinwiddie Street,38.8439558,-77.1066486,22206
2300 block of S. Eads Street,38.8533591,-77.05344629999999,22202
2300 block of S. Fern Street,38.8533252,-77.0552706,22202
2300 block of S. Grant Street,38.8532951,-77.0575616,22202
2300 block of S. Jefferson Davis Highway,38.8786033,-77.0589906,22211
2300 block of S. Joyce Street,38.8529512,-77.063417,22202
2300 block of S. June Street,38.8530447,-77.0644289,22202
2300 block of S. Kenmore Street,38.8491356,-77.0851759,22207
2300 block of S. Meade Street,38.8521325,-77.06826459999999,22202
2300 block of S. Monroe Street,38.8475575,-77.0889352,22206
2300 block of S. Nash Street,38.852954,-77.06981859999999,22202
2300 block of S. Nelson Street,38.8475942,-77.08971079999999,22206
2300 block of S. Ode Street,38.8516664,-77.07054149999999,22202
2300 block of S. Pierce Street,38.8530851,-77.07221799999999,22202
2300 block of S. Queen Street,38.8527034,-77.072645,22202
2300 block of S. Quincy Street,38.8469541,-77.0929563,22204
2300 block of S. Rolfe Street,38.8527028,-77.0731977,22202
2300 block of S. Walter Reed Drive,38.8469528,-77.09528639999999,22206
2300 block of Shirlington Road,38.8492577,-77.08431999999999,22206
2300 block of Tuckahoe Street,38.8898082,-77.1577482,22205
2300 block of Washington Boulevard,38.8755707,-77.0846413,22201
2300 block of Wilson Bouelvard,38.8904702,-77.0872272,22201
2300 block of Wilson Boulevard,38.8904702,-77.0872272,22201
23rd Road N,38.9018004,-77.114876,22207
23rd Road S,38.8523167,-77.0695065,22202
23rd Street at Richmond Highway,38.8535069,-77.05257809999999,22202
23rd Street N,38.8979368,-77.1275582,22207
23rd Street S,38.849696,-77.082249,22206
23rd Street S at S. Eads Street,38.8533591,-77.05344629999999,22202
2400 bloc of 14th Street N,38.8891731,-77.08743919999999,22201
2400 block of 13th Court N.,38.8884008,-77.0873501,22201
2400 block of 14th Street N.,38.8891731,-77.08743919999999,22201
2400 block of 16th Street N,38.8915029,-77.0876313,22201
2400 block of 16th Street N.,38.8915029,-77.0876313,22201
2400 block of 18th Street N.,38.8941032,-77.0885005,22201
2400 block of 18th Street S.,38.8562945,-77.0778469,22204
2400 block of 24th Road S,38.8484906,-77.07951539999999,22206
2400 block of 24th Road S.,38.8484906,-77.07951539999999,22206
2400 block of 24th Street N.,38.9004499,-77.0897445,22207
2400 block of 26th Court S.,38.8456788,-77.0773233,22206
2400 block of 26th Road S,38.8454364,-77.0770969,22206
2400 block of 26th Road S.,38.8454364,-77.0770969,22206
2400 block of 26th Street N.,38.9026427,-77.0966164,22207
2400 block of 27th Court,38.8450935,-77.0763083,22206
2400 block of 27th Court N.,38.8450935,-77.0763083,22206
2400 block of 27th Court S.,38.8449572,-77.0770144,22206
2400 block of 2nd Street S.,38.87147,-77.0846718,22204
2400 block of 3rd Street N,38.87955609999999,-77.08581029999999,22201
2400 block of 9th Road S.,38.8637818,-77.0843407,22204
